,titles,replies,views,activity,category
1196,Can’t Upload an Avatar - Broken Image (FIXED NOW - you can close thread),5,690,Jan '15,tech-support-site-feedback
1197,Too Many Pinned Topics!,373,554,Jan '15,tech-support-site-feedback
1198,Trouble uploading images,5,837,Jan '15,tech-support-site-feedback
1199,HELP my account for ad reveune is suspended!,1.2k,2.1k,Jan '15,tech-support-site-feedback
1200,Can posts be backdated/existing publication dates edited?,7,1.2k,Jan '15,tech-support-site-feedback
1201,Webcomic Images Not Loading/Slow,457,4.3k,Jan '15,tech-support-site-feedback
1202,Sharing Thumb on Twitter and Tsu doesn’t show,6,1.1k,Jan '15,tech-support-site-feedback
1203,How to get your work in the Premium Section,459,820,Dec '14,tech-support-site-feedback
1204,Revenue payment stoped?,8,1.3k,Dec '14,tech-support-site-feedback
1205,Button Errors on pages and publishing,636,466,Dec '14,tech-support-site-feedback
1206,Calender Coniption,8,559,Dec '14,tech-support-site-feedback
1207,Can’t publish my comic anymore,580,812,Dec '14,tech-support-site-feedback
1208,Stop the ” how to get popular” flood,2,2.4k,Dec '14,tech-support-site-feedback
1209,Profile Picture Change,323,4.1k,Dec '14,tech-support-site-feedback
1210,Extremely intrusive ads?,4,1.5k,Nov '14,tech-support-site-feedback
1211,My laptop won’t allow me to connect with the forums,400,851,Nov '14,tech-support-site-feedback
1212,"Well, this is odd",2,1.3k,Nov '14,tech-support-site-feedback
1213,Profile picture and gifs,517,1.1k,Nov '14,tech-support-site-feedback
1214,Tapastic iPhone app,11,959,Nov '14,tech-support-site-feedback
1215,Site Bug on Comic Reader count system,537,660,Nov '14,tech-support-site-feedback
1216,Help! how do i figure out my password if i used the FB plugin?,3,542,Nov '14,tech-support-site-feedback
1217,Is there a way to put more than one translation in a comic? (closed),466,571,Oct '14,tech-support-site-feedback
1218,How do I change my Tapastic profile picture when I am connected through Facebook?,4,1.3k,Oct '14,tech-support-site-feedback
1219,All my series are blocked!?,597,1.1k,Oct '14,tech-support-site-feedback
1220,Creator post and announcements,17,1.4k,Oct '14,tech-support-site-feedback
1221,Can’t switch languages on smart phone app on tapastic,1.9k,383,Oct '14,tech-support-site-feedback
1222,How to support?,4,636,Oct '14,tech-support-site-feedback
1223,I keep getting subscribed to comics I never subscribed to?,466,1.1k,Oct '14,tech-support-site-feedback
1224,JavaScript (from an ad?) is breaking the site,13,671,Oct '14,tech-support-site-feedback
1225,Can not submit for Review?,703,674,Oct '14,tech-support-site-feedback
1226,Problem with submitting,13,849,Sep '14,tech-support-site-feedback
1227,Anybody else having trouble scheduling an episode?,883,1.1k,Sep '14,tech-support-site-feedback
1228,Botched up gifs? Mew ; __ ;,4,1.5k,Sep '14,tech-support-site-feedback
1229,Tapastic slooooooooooooooooooow,400,1.4k,Sep '14,tech-support-site-feedback
1230,Deleting a comic takes FOREVER,4,553,Sep '14,tech-support-site-feedback
1231,Error message when trying to post a new episode,727,1.3k,Sep '14,tech-support-site-feedback
1232,Broken avatars on the main site?,2,715,Aug '14,tech-support-site-feedback
1233,Changing html code,477,1.0k,Aug '14,tech-support-site-feedback
1234,Turned off email notifications but they are still arriving,1,666,Jul '14,tech-support-site-feedback
1235,Tell If One Is Logged In,288,566,Jul '14,tech-support-site-feedback
1236,Issue with sharing on Facebook,16,894,Jun '14,tech-support-site-feedback
1237,"It’s not letting me save changes, what do I do?",1.3k,820,Jun '14,tech-support-site-feedback
1238,“SAVE” button not working?,112,1.2k,Jun '14,tech-support-site-feedback
1239,New Series Not Showing Up on Profile,10.8k,793,Jun '14,tech-support-site-feedback
1240,Account activation problems,2,857,May '14,tech-support-site-feedback
1241,I can’t delete an episode? HELP?,323,670,May '14,tech-support-site-feedback
1242,FB thumbnails Not Showing Up Correctly,37,1.2k,May '14,tech-support-site-feedback
1243,Facebook Login Not Working,1.5k,861,Apr '14,tech-support-site-feedback
1244,Using the embed function to post your comic on other websites,11,939,Apr '14,tech-support-site-feedback
1245,The pages of my comic dosent appear in the mobile version,681,608,Apr '14,tech-support-site-feedback
1246,Post Date Issue,4,573,Mar '14,tech-support-site-feedback
1247,I can’t Receive Ad Money through Paypal,394,1.2k,Mar '14,tech-support-site-feedback
1248,Adding banner to comic,1,1.0k,Mar '14,tech-support-site-feedback
1249,Tapastic Comic Pages Refusing to Load,377,830,Mar '14,tech-support-site-feedback
1250,It says I am not updating my comic?,0,568,Feb '14,tech-support-site-feedback
1251,Linking on Tapastic Main Site,271,588,Feb '14,tech-support-site-feedback
1252,Reader Name Issue,8,578,Nov '13,tech-support-site-feedback
1253,Ad views problem?,648,671,Nov '13,tech-support-site-feedback
1254,"Why is Tapastic asking me about updating, when I’ve updated?",1,866,Nov '13,tech-support-site-feedback
1255,Add video problem,299,533,Oct '13,tech-support-site-feedback
1256,My latest comic isn’t showing up as an update,1,778,Sep '13,tech-support-site-feedback
1257,Unread updates bug,265,675,Sep '13,tech-support-site-feedback
1258,Likes on Unpublished Episode?,4,840,Sep '13,tech-support-site-feedback
